EndDate	EndDeaths	STATE-COUNTY	StartDate	StartDeaths	POPESTIMATE2020	ST_ABBR	VaxStartDate	Series_Complete_Yes_Start	Administered_Dose1_Recip_Start	VaxEndDate	Series_Complete_Yes_End	Administered_Dose1_Recip_End	Deaths	Series_Complete_Yes_Mid	Administered_Dose1_Recip_Mid	FullVaxPer100	OnePlusVaxPer100	DeathsPer100k
2021-08-28	30	TX-CROSBY	2021-06-29	29	5567	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	18.0
2021-08-28	11	TX-CULBERSON	2021-06-29	11	2149	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	26	TX-DALLAM	2021-06-29	26	7273	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	4365	TX-DALLAS	2021-06-29	4121	2635888	TX	2021-05-30	0	0	2021-07-29	0	0	244	0.0	0.0	0.0	0.0	9.3
2021-08-28	70	TX-DAWSON	2021-06-29	69	12974	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	7.7
2021-08-28	65	TX-DEWITT	2021-06-29	61	20174	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	19.8
2021-08-28	68	TX-DEAF SMITH	2021-06-29	68	18277	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	15	TX-DELTA	2021-06-29	12	5349	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	56.1
2021-08-28	828	TX-DENTON	2021-06-29	776	919324	TX	2021-05-30	0	0	2021-07-29	0	0	52	0.0	0.0	0.0	0.0	5.7
2021-08-28	10	TX-DICKENS	2021-06-29	10	2140	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	38	TX-DIMMIT	2021-06-29	37	9925	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	10.1
2021-08-28	15	TX-DONLEY	2021-06-29	15	3308	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	44	TX-DUVAL	2021-06-29	42	11058	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	18.1
2021-08-28	55	TX-EASTLAND	2021-06-29	50	18388	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	27.2
2021-08-28	407	TX-ECTOR	2021-06-29	379	167701	TX	2021-05-30	0	0	2021-07-29	0	0	28	0.0	0.0	0.0	0.0	16.7
2021-08-28	6	TX-EDWARDS	2021-06-29	6	1923	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	2782	TX-EL PASO	2021-06-29	2739	841286	TX	2021-05-30	0	0	2021-07-29	0	0	43	0.0	0.0	0.0	0.0	5.1
2021-08-28	349	TX-ELLIS	2021-06-29	323	191760	TX	2021-05-30	0	0	2021-07-29	0	0	26	0.0	0.0	0.0	0.0	13.6
2021-08-28	73	TX-ERATH	2021-06-29	70	43224	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	6.9
2021-08-28	35	TX-FALLS	2021-06-29	32	17275	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	17.4
2021-08-28	115	TX-FANNIN	2021-06-29	109	35913	TX	2021-05-30	0	0	2021-07-29	0	0	6	0.0	0.0	0.0	0.0	16.7
2021-08-28	76	TX-FAYETTE	2021-06-29	67	25547	TX	2021-05-30	0	0	2021-07-29	0	0	9	0.0	0.0	0.0	0.0	35.2
2021-08-28	14	TX-FISHER	2021-06-29	14	3784	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	30	TX-FLOYD	2021-06-29	30	5672	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	10	TX-FOARD	2021-06-29	10	1135	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	787	TX-FORT BEND	2021-06-29	709	839706	TX	2021-05-30	0	0	2021-07-29	0	0	78	0.0	0.0	0.0	0.0	9.3
2021-08-28	27	TX-FRANKLIN	2021-06-29	26	10821	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	9.2
2021-08-28	55	TX-FREESTONE	2021-06-29	50	19874	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	25.2
2021-08-28	57	TX-FRIO	2021-06-29	52	20379	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	24.5
2021-08-28	47	TX-GAINES	2021-06-29	45	21996	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	9.1
2021-08-28	520	TX-GALVESTON	2021-06-29	443	345089	TX	2021-05-30	0	0	2021-07-29	0	0	77	0.0	0.0	0.0	0.0	22.3
2021-08-28	22	TX-GARZA	2021-06-29	22	6222	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	59	TX-GILLESPIE	2021-06-29	52	26960	TX	2021-05-30	0	0	2021-07-29	0	0	7	0.0	0.0	0.0	0.0	26.0
2021-08-28	2	TX-GLASSCOCK	2021-06-29	2	1439	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	17	TX-GOLIAD	2021-06-29	15	7626	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	26.2
2021-08-28	61	TX-GONZALES	2021-06-29	57	20948	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	19.1
2021-08-28	62	TX-GRAY	2021-06-29	57	21658	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	23.1
2021-08-28	374	TX-GRAYSON	2021-06-29	346	138318	TX	2021-05-30	0	0	2021-07-29	0	0	28	0.0	0.0	0.0	0.0	20.2
2021-08-28	385	TX-GREGG	2021-06-29	360	124229	TX	2021-05-30	0	0	2021-07-29	0	0	25	0.0	0.0	0.0	0.0	20.1
2021-08-28	76	TX-GRIMES	2021-06-29	74	29614	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	6.8
2021-08-28	247	TX-GUADALUPE	2021-06-29	222	170608	TX	2021-05-30	0	0	2021-07-29	0	0	25	0.0	0.0	0.0	0.0	14.7
2021-08-28	165	TX-HALE	2021-06-29	156	32754	TX	2021-05-30	0	0	2021-07-29	0	0	9	0.0	0.0	0.0	0.0	27.5
2021-08-28	15	TX-HALL	2021-06-29	14	2939	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	34.0
2021-08-28	29	TX-HAMILTON	2021-06-29	27	8557	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	23.4
2021-08-28	24	TX-HANSFORD	2021-06-29	24	5279	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	12	TX-HARDEMAN	2021-06-29	12	4011	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	132	TX-HARDIN	2021-06-29	115	58305	TX	2021-05-30	0	0	2021-07-29	0	0	17	0.0	0.0	0.0	0.0	29.2
2021-08-28	7172	TX-HARRIS	2021-06-29	6577	4738253	TX	2021-05-30	0	0	2021-07-29	0	0	595	0.0	0.0	0.0	0.0	12.6
2021-08-28	123	TX-HARRISON	2021-06-29	110	66386	TX	2021-05-30	0	0	2021-07-29	0	0	13	0.0	0.0	0.0	0.0	19.6
2021-08-28	2	TX-HARTLEY	2021-06-29	2	5443	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	28	TX-HASKELL	2021-06-29	27	5754	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	17.4
2021-08-28	307	TX-HAYS	2021-06-29	261	241365	TX	2021-05-30	0	0	2021-07-29	0	0	46	0.0	0.0	0.0	0.0	19.1
2021-08-28	3	TX-HEMPHILL	2021-06-29	3	3777	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	217	TX-HENDERSON	2021-06-29	194	83792	TX	2021-05-30	0	0	2021-07-29	0	0	23	0.0	0.0	0.0	0.0	27.4
2021-08-28	3093	TX-HIDALGO	2021-06-29	2907	875200	TX	2021-05-30	0	0	2021-07-29	0	0	186	0.0	0.0	0.0	0.0	21.3
2021-08-28	117	TX-HILL	2021-06-29	110	37006	TX	2021-05-30	0	0	2021-07-29	0	0	7	0.0	0.0	0.0	0.0	18.9
2021-08-28	115	TX-HOCKLEY	2021-06-29	104	22921	TX	2021-05-30	0	0	2021-07-29	0	0	11	0.0	0.0	0.0	0.0	48.0
2021-08-28	152	TX-HOOD	2021-06-29	134	63527	TX	2021-05-30	0	0	2021-07-29	0	0	18	0.0	0.0	0.0	0.0	28.3
2021-08-28	125	TX-HOPKINS	2021-06-29	114	37170	TX	2021-05-30	0	0	2021-07-29	0	0	11	0.0	0.0	0.0	0.0	29.6
2021-08-28	61	TX-HOUSTON	2021-06-29	58	22835	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	13.1
2021-08-28	107	TX-HOWARD	2021-06-29	102	36540	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	13.7
2021-08-28	12	TX-HUDSPETH	2021-06-29	12	4906	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	198	TX-HUNT	2021-06-29	179	99807	TX	2021-05-30	0	0	2021-07-29	0	0	19	0.0	0.0	0.0	0.0	19.0
2021-08-28	73	TX-HUTCHINSON	2021-06-29	72	20677	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	4.8
2021-08-28	1	TX-IRION	2021-06-29	1	1564	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	18	TX-JACK	2021-06-29	16	9056	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	22.1
2021-08-28	35	TX-JACKSON	2021-06-29	31	14854	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	26.9
2021-08-28	105	TX-JASPER	2021-06-29	93	35375	TX	2021-05-30	0	0	2021-07-29	0	0	12	0.0	0.0	0.0	0.0	33.9
2021-08-28	6	TX-JEFF DAVIS	2021-06-29	5	2220	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	45.0
2021-08-28	476	TX-JEFFERSON	2021-06-29	442	250127	TX	2021-05-30	0	0	2021-07-29	0	0	34	0.0	0.0	0.0	0.0	13.6
2021-08-28	17	TX-JIM HOGG	2021-06-29	16	5184	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	19.3
2021-08-28	123	TX-JIM WELLS	2021-06-29	108	40452	TX	2021-05-30	0	0	2021-07-29	0	0	15	0.0	0.0	0.0	0.0	37.1
2021-08-28	411	TX-JOHNSON	2021-06-29	376	179575	TX	2021-05-30	0	0	2021-07-29	0	0	35	0.0	0.0	0.0	0.0	19.5
2021-08-28	60	TX-JONES	2021-06-29	55	19875	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	25.2
2021-08-28	40	TX-KARNES	2021-06-29	37	15562	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	19.3
2021-08-28	296	TX-KAUFMAN	2021-06-29	266	143198	TX	2021-05-30	0	0	2021-07-29	0	0	30	0.0	0.0	0.0	0.0	21.0
2021-08-28	77	TX-KENDALL	2021-06-29	72	48523	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	10.3
2021-08-28	2	TX-KENEDY	2021-06-29	2	379	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	2	TX-KENT	2021-06-29	2	786	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	102	TX-KERR	2021-06-29	92	52869	TX	2021-05-30	0	0	2021-07-29	0	0	10	0.0	0.0	0.0	0.0	18.9
2021-08-28	9	TX-KIMBLE	2021-06-29	7	4396	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	45.5
2021-08-28	0	TX-KING	2021-06-29	0	283	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	7	TX-KINNEY	2021-06-29	6	3670	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	27.2
2021-08-28	102	TX-KLEBERG	2021-06-29	94	30338	TX	2021-05-30	0	0	2021-07-29	0	0	8	0.0	0.0	0.0	0.0	26.4
2021-08-28	19	TX-KNOX	2021-06-29	17	3683	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	54.3
2021-08-28	30	TX-LA SALLE	2021-06-29	30	7500	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	168	TX-LAMAR	2021-06-29	157	49905	TX	2021-05-30	0	0	2021-07-29	0	0	11	0.0	0.0	0.0	0.0	22.0
2021-08-28	86	TX-LAMB	2021-06-29	83	12710	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	23.6
2021-08-28	40	TX-LAMPASAS	2021-06-29	33	21789	TX	2021-05-30	0	0	2021-07-29	0	0	7	0.0	0.0	0.0	0.0	32.1
2021-08-28	79	TX-LAVACA	2021-06-29	76	20216	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	14.8
2021-08-28	43	TX-LEE	2021-06-29	39	17397	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	23.0
2021-08-28	48	TX-LEON	2021-06-29	43	17493	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	28.6
2021-08-28	234	TX-LIBERTY	2021-06-29	196	91547	TX	2021-05-30	0	0	2021-07-29	0	0	38	0.0	0.0	0.0	0.0	41.5
2021-08-28	86	TX-LIMESTONE	2021-06-29	80	23340	TX	2021-05-30	0	0	2021-07-29	0	0	6	0.0	0.0	0.0	0.0	25.7
2021-08-28	12	TX-LIPSCOMB	2021-06-29	12	3111	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	23	TX-LIVE OAK	2021-06-29	22	12324	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	8.1
2021-08-28	58	TX-LLANO	2021-06-29	53	21958	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	22.8
2021-08-28	0	TX-LOVING	2021-06-29	0	181	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	829	TX-LUBBOCK	2021-06-29	798	314772	TX	2021-05-30	0	0	2021-07-29	0	0	31	0.0	0.0	0.0	0.0	9.8
2021-08-28	25	TX-LYNN	2021-06-29	24	6025	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	16.6
2021-08-28	34	TX-MADISON	2021-06-29	30	14427	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	27.7
2021-08-28	35	TX-MARION	2021-06-29	33	9960	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	20.1
2021-08-28	20	TX-MARTIN	2021-06-29	19	5816	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	17.2
2021-08-28	6	TX-MASON	2021-06-29	6	4344	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	118	TX-MATAGORDA	2021-06-29	114	36725	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	10.9
2021-08-28	367	TX-MAVERICK	2021-06-29	360	58378	TX	2021-05-30	0	0	2021-07-29	0	0	7	0.0	0.0	0.0	0.0	12.0
2021-08-28	21	TX-MCCULLOCH	2021-06-29	20	7823	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	12.8
2021-08-28	525	TX-MCLENNAN	2021-06-29	479	259730	TX	2021-05-30	0	0	2021-07-29	0	0	46	0.0	0.0	0.0	0.0	17.7
2021-08-28	5	TX-MCMULLEN	2021-06-29	5	721	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	126	TX-MEDINA	2021-06-29	107	52358	TX	2021-05-30	0	0	2021-07-29	0	0	19	0.0	0.0	0.0	0.0	36.3
2021-08-28	9	TX-MENARD	2021-06-29	9	2124	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	295	TX-MIDLAND	2021-06-29	274	177863	TX	2021-05-30	0	0	2021-07-29	0	0	21	0.0	0.0	0.0	0.0	11.8
2021-08-28	59	TX-MILAM	2021-06-29	49	24708	TX	2021-05-30	0	0	2021-07-29	0	0	10	0.0	0.0	0.0	0.0	40.5
2021-08-28	24	TX-MILLS	2021-06-29	21	4840	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	62.0
2021-08-28	32	TX-MITCHELL	2021-06-29	31	8202	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	12.2
2021-08-28	75	TX-MONTAGUE	2021-06-29	73	19962	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	10.0
2021-08-28	693	TX-MONTGOMERY	2021-06-29	602	626351	TX	2021-05-30	0	0	2021-07-29	0	0	91	0.0	0.0	0.0	0.0	14.5
2021-08-28	77	TX-MOORE	2021-06-29	73	20654	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	19.4
2021-08-28	41	TX-MORRIS	2021-06-29	34	12393	TX	2021-05-30	0	0	2021-07-29	0	0	7	0.0	0.0	0.0	0.0	56.5
2021-08-28	8	TX-MOTLEY	2021-06-29	8	1185	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	182	TX-NACOGDOCHES	2021-06-29	173	64753	TX	2021-05-30	0	0	2021-07-29	0	0	9	0.0	0.0	0.0	0.0	13.9
2021-08-28	154	TX-NAVARRO	2021-06-29	154	50694	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	43	TX-NEWTON	2021-06-29	38	13414	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	37.3
2021-08-28	56	TX-NOLAN	2021-06-29	52	14835	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	27.0
2021-08-28	995	TX-NUECES	2021-06-29	840	363148	TX	2021-05-30	0	0	2021-07-29	0	0	155	0.0	0.0	0.0	0.0	42.7
2021-08-28	29	TX-OCHILTREE	2021-06-29	27	9598	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	20.8
2021-08-28	4	TX-OLDHAM	2021-06-29	4	2135	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	170	TX-ORANGE	2021-06-29	154	82878	TX	2021-05-30	0	0	2021-07-29	0	0	16	0.0	0.0	0.0	0.0	19.3
2021-08-28	86	TX-PALO PINTO	2021-06-29	76	29320	TX	2021-05-30	0	0	2021-07-29	0	0	10	0.0	0.0	0.0	0.0	34.1
2021-08-28	86	TX-PANOLA	2021-06-29	75	23187	TX	2021-05-30	0	0	2021-07-29	0	0	11	0.0	0.0	0.0	0.0	47.4
2021-08-28	220	TX-PARKER	2021-06-29	189	148198	TX	2021-05-30	0	0	2021-07-29	0	0	31	0.0	0.0	0.0	0.0	20.9
2021-08-28	35	TX-PARMER	2021-06-29	35	9522	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	36	TX-PECOS	2021-06-29	35	15718	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	6.4
2021-08-28	136	TX-POLK	2021-06-29	120	52995	TX	2021-05-30	0	0	2021-07-29	0	0	16	0.0	0.0	0.0	0.0	30.2
2021-08-28	490	TX-POTTER	2021-06-29	458	116004	TX	2021-05-30	0	0	2021-07-29	0	0	32	0.0	0.0	0.0	0.0	27.6
2021-08-28	25	TX-PRESIDIO	2021-06-29	25	6508	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	30	TX-RAINS	2021-06-29	27	12552	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	23.9
2021-08-28	326	TX-RANDALL	2021-06-29	310	139899	TX	2021-05-30	0	0	2021-07-29	0	0	16	0.0	0.0	0.0	0.0	11.4
2021-08-28	8	TX-REAGAN	2021-06-29	8	3833	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	14	TX-REAL	2021-06-29	13	3411	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	29.3
2021-08-28	40	TX-RED RIVER	2021-06-29	38	11995	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	16.7
2021-08-28	46	TX-REEVES	2021-06-29	44	15949	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	12.5
2021-08-28	23	TX-REFUGIO	2021-06-29	23	6877	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	1	TX-ROBERTS	2021-06-29	1	813	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	51	TX-ROBERTSON	2021-06-29	47	17155	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	23.3
2021-08-28	169	TX-ROCKWALL	2021-06-29	158	109888	TX	2021-05-30	0	0	2021-07-29	0	0	11	0.0	0.0	0.0	0.0	10.0
2021-08-28	47	TX-RUNNELS	2021-06-29	40	10401	TX	2021-05-30	0	0	2021-07-29	0	0	7	0.0	0.0	0.0	0.0	67.3
2021-08-28	122	TX-RUSK	2021-06-29	109	54324	TX	2021-05-30	0	0	2021-07-29	0	0	13	0.0	0.0	0.0	0.0	23.9
2021-08-28	49	TX-SABINE	2021-06-29	45	10507	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	38.1
2021-08-28	32	TX-SAN AUGUSTINE	2021-06-29	32	8248	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	42	TX-SAN JACINTO	2021-06-29	39	29301	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	10.2
2021-08-28	176	TX-SAN PATRICIO	2021-06-29	151	67069	TX	2021-05-30	0	0	2021-07-29	0	0	25	0.0	0.0	0.0	0.0	37.3
2021-08-28	24	TX-SAN SABA	2021-06-29	23	6039	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	16.6
2021-08-28	7	TX-SCHLEICHER	2021-06-29	6	2761	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	36.2
2021-08-28	67	TX-SCURRY	2021-06-29	62	16662	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	30.0
2021-08-28	5	TX-SHACKELFORD	2021-06-29	5	3300	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	76	TX-SHELBY	2021-06-29	71	24915	TX	2021-05-30	0	0	2021-07-29	0	0	5	0.0	0.0	0.0	0.0	20.1
2021-08-28	12	TX-SHERMAN	2021-06-29	12	3027	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	520	TX-SMITH	2021-06-29	487	235806	TX	2021-05-30	0	0	2021-07-29	0	0	33	0.0	0.0	0.0	0.0	14.0
2021-08-28	17	TX-SOMERVELL	2021-06-29	14	9139	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	32.8
2021-08-28	311	TX-STARR	2021-06-29	304	64266	TX	2021-05-30	0	0	2021-07-29	0	0	7	0.0	0.0	0.0	0.0	10.9
2021-08-28	28	TX-STEPHENS	2021-06-29	25	9334	TX	2021-05-30	0	0	2021-07-29	0	0	3	0.0	0.0	0.0	0.0	32.1
2021-08-28	4	TX-STERLING	2021-06-29	4	1315	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	6	TX-STONEWALL	2021-06-29	6	1348	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	9	TX-SUTTON	2021-06-29	8	3738	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	26.8
2021-08-28	19	TX-SWISHER	2021-06-29	18	7340	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	13.6
2021-08-28	3790	TX-TARRANT	2021-06-29	3568	2123347	TX	2021-05-30	0	0	2021-07-29	0	0	222	0.0	0.0	0.0	0.0	10.5
2021-08-28	430	TX-TAYLOR	2021-06-29	415	139200	TX	2021-05-30	0	0	2021-07-29	0	0	15	0.0	0.0	0.0	0.0	10.8
2021-08-28	3	TX-TERRELL	2021-06-29	2	702	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	142.5
2021-08-28	58	TX-TERRY	2021-06-29	56	12183	TX	2021-05-30	0	0	2021-07-29	0	0	2	0.0	0.0	0.0	0.0	16.4
2021-08-28	5	TX-THROCKMORTON	2021-06-29	5	1487	TX	2021-05-30	0	0	2021-07-29	0	0	0	0.0	0.0	0.0	0.0	0.0
2021-08-28	88	TX-TITUS	2021-06-29	84	32926	TX	2021-05-30	0	0	2021-07-29	0	0	4	0.0	0.0	0.0	0.0	12.1
2021-08-28	300	TX-TOM GREEN	2021-06-29	272	120010	TX	2021-05-30	0	0	2021-07-29	0	0	28	0.0	0.0	0.0	0.0	23.3
2021-08-28	1129	TX-TRAVIS	2021-06-29	1037	1300503	TX	2021-05-30	0	0	2021-07-29	0	0	92	0.0	0.0	0.0	0.0	7.1
2021-08-28	37	TX-TRINITY	2021-06-29	29	14883	TX	2021-05-30	0	0	2021-07-29	0	0	8	0.0	0.0	0.0	0.0	53.8
2021-08-28	52	TX-TYLER	2021-06-29	42	21591	TX	2021-05-30	0	0	2021-07-29	0	0	10	0.0	0.0	0.0	0.0	46.3
2021-08-28	83	TX-UPSHUR	2021-06-29	77	42166	TX	2021-05-30	0	0	2021-07-29	0	0	6	0.0	0.0	0.0	0.0	14.2
2021-08-28	11	TX-UPTON	2021-06-29	10	3623	TX	2021-05-30	0	0	2021-07-29	0	0	1	0.0	0.0	0.0	0.0	27.6
